SentID,Original_Sentence,Reference_Output,Output,Roman_Script
HL0038_EN_82,Many treatments are useful to achieve good quality sleep.,चांगल्या प्रतीची झोप मिळण्यासाठी अनेक उपचारपद्धती फायदेशीर आहेत.,Cāṅgalyā pratīcī jhōpa miḷaṇyāsāṭhī anēka upacārapad'dhatī phāyadēśīra āhēta.,Cāṅgalyā pratīcī jhōpa miḷaṇyāsāṭhī anēka upacārapad'dhatī phāyadēśīra āhēta.
HL0038_EN_83,A relaxed body will help achieve good sleep.,शरीराला विश्राम मिळाल्यास चांगली झोप येण्यास मदत होईल.,Śarīrālā viśrāma miḷālyāsa cāṅgalī jhōpa yēṇyāsa madata hō'īla.,Śarīrālā viśrāma miḷālyāsa cāṅgalī jhōpa yēṇyāsa madata hō'īla.
HL0038_EN_84,The temperature rhythms of the body can be altered with the help of different water treatments.,विविध उदकचिकित्सांच्या मदतीने शारीरिक तापमानाच्या लयी बदलता येतात.,Vividha udakacikitsān̄cyā madatīnē śārīrika tāpamānācyā layī badalatā yētāta.,Vividha udakacikitsān̄cyā madatīnē śārīrika tāpamānācyā layī badalatā yētāta.
HL0038_EN_85,If you sleep in a room which is overcrowded or poorly ventilated your sleep will not be refreshing.,आपण जर गर्दी वा अपुरे वायुविजन असलेल्या खोलीत झोपलात तर आपली झोप आपल्याला ताजीतवानी करणारी असणार नाही.,Āpaṇa jara gardī vā apurē vāyuvijana asalēlyā khōlīta jhōpalāta tara āpalī jhōpa āpalyālā tājītavānī karaṇārī asaṇāra nāhī.,Āpaṇa jara gardī vā apurē vāyuvijana asalēlyā khōlīta jhōpalāta tara āpalī jhōpa āpalyālā tājītavānī karaṇārī asaṇāra nāhī.
HL0038_EN_86,"If you live in a congested area or in a noisy and busy road side or beside a railway track, your sleep will be disturbed.","तुम्ही दाटीवाटीच्या क्षेत्रात वा गोंगाट असलेल्या वर्दळीच्या रस्त्यालगत वा आगगाडीच्या रुळांनजिक रहात असाल, तर तुमच्या झोपेत व्यत्यय येईल.","Tumhī dāṭīvāṭīcyā kṣētrāta vā gōṅgāṭa asalēlyā vardaḷīcyā rastyālagata vā āgagāḍīcyā ruḷānnajika rahāta asāla, tara tumacyā jhōpēta vyatyaya yē'īla.","Tumhī dāṭīvāṭīcyā kṣētrāta vā gōṅgāṭa asalēlyā vardaḷīcyā rastyālagata vā āgagāḍīcyā ruḷānnajika rahāta asāla, tara tumacyā jhōpēta vyatyaya yē'īla."
HL0038_EN_87,The body gets used to noise to a large extent.,"काही दिवसांनंतर गोंगाटाचा तुमच्या झोपेवर फारसा परिणाम होणार नाही, पण तुमची झोप सावध असेल तर झोपेवर त्याचा परिणाम होईल.","Kāhī divasānnantara gōṅgāṭācā tumacyā jhōpēvara phārasā pariṇāma hōṇāra nāhī, paṇa tumacī jhōpa sāvadha asēla tara jhōpēvara tyācā pariṇāma hō'īla.","Kāhī divasānnantara gōṅgāṭācā tumacyā jhōpēvara phārasā pariṇāma hōṇāra nāhī, paṇa tumacī jhōpa sāvadha asēla tara jhōpēvara tyācā pariṇāma hō'īla."
HL0038_EN_88,"After a few days the noise does not affect your sleep to a great extent, but if you are a light sleeper it will affect your sleep.",शरीराला गोंगाटाची बर्‍याच प्रमाणात सवय होते.,Śarīrālā gōṅgāṭācī bar‍yāca pramāṇāta savaya hōtē.,Śarīrālā gōṅgāṭācī bar‍yāca pramāṇāta savaya hōtē.
HL0038_EN_89,Try to live in a quieter place or at least install an air conditioner to improve the situation if you cannot get sleep.,शांत जागी निवास करण्याचा प्रयत्न करा किंवा तुम्हाला झोप मिळत नसेल तर परिस्थितीत सुधारणा करण्याकरिता वातानुकूलक तरी बसवून घ्या.,Śānta jāgī nivāsa karaṇyācā prayatna karā kinvā tumhālā jhōpa miḷata nasēla tara paristhitīta sudhāraṇā karaṇyākaritā vātānukūlaka tarī basavūna ghyā.,Śānta jāgī nivāsa karaṇyācā prayatna karā kinvā tumhālā jhōpa miḷata nasēla tara paristhitīta sudhāraṇā karaṇyākaritā vātānukūlaka tarī basavūna ghyā.
HL0041_EN_42,When oxygen is carried to the cells of the organism and carbon dioxide is carried away it is called internal respiration within the cells.,जेव्हा प्राणवायू त्या वैयक्तिक प्राण्याच्या पेशींपर्यंत पोहोचवला जातो आणि कर्बद्विप्राणिल वायू बाहेर टाकला जातो तेव्हा त्याला पेशींमधील अंतर्गत श्वसन असे म्हणतात.,Jēvhā prāṇavāyū tyā vaiyaktika prāṇyācyā pēśīmparyanta pōhōcavalā jātō āṇi karbadviprāṇila vāyū bāhēra ṭākalā jātō tēvhā tyālā pēśīmmadhīla antargata śvasana asē mhaṇatāta.,Jēvhā prāṇavāyū tyā vaiyaktika prāṇyācyā pēśīmparyanta pōhōcavalā jātō āṇi karbadviprāṇila vāyū bāhēra ṭākalā jātō tēvhā tyālā pēśīmmadhīla antargata śvasana asē mhaṇatāta.
HL0041_EN_43,The lungs in a human being are the chief organs of breathing.,मनुष्य प्राण्यामधील फुफ्फुसे हा श्वसनक्रियेचा मुख्य अवयव आहे.,Manuṣya prāṇyāmadhīla phuphphusē hā śvasanakriyēcā mukhya avayava āhē.,Manuṣya prāṇyāmadhīla phuphphusē hā śvasanakriyēcā mukhya avayava āhē.
HL0041_EN_44,They are elastic structures in the cavity and each contains millions of small air chambers or sacs.,ती म्हणजे पोकळीमधील लवचिक रचना असतात आणि प्रत्येकामधे लाखो छोटे हवेचे कप्पे किंवा पिशव्या असतात.,Tī mhaṇajē pōkaḷīmadhīla lavacika racanā asatāta āṇi pratyēkāmadhē lākhō chōṭē havēcē kappē kinvā piśavyā asatāta.,Tī mhaṇajē pōkaḷīmadhīla lavacika racanā asatāta āṇi pratyēkāmadhē lākhō chōṭē havēcē kappē kinvā piśavyā asatāta.
HL0041_EN_45,Other structures important in breathing are the chest wall and the diaphragm.,श्वसनक्रियेमधील दुसरी महत्त्वाची रचना म्हणजे छातीची भिंत व पटल.,Śvasanakriyēmadhīla dusarī mahattvācī racanā mhaṇajē chātīcī bhinta va paṭala.,Śvasanakriyēmadhīla dusarī mahattvācī racanā mhaṇajē chātīcī bhinta va paṭala.
HL0041_EN_46,The chest wall includes the ribs and the muscles between the ribs.,छातीच्या भिंतीमधे फासळ्या व फासळ्यांमधील स्नायूंचा समावेश होतो.,Chātīcyā bhintīmadhē phāsaḷyā va phāsaḷyāmmadhīla snāyūn̄cā samāvēśa hōtō.,Chātīcyā bhintīmadhē phāsaḷyā va phāsaḷyāmmadhīla snāyūn̄cā samāvēśa hōtō.
HL0041_EN_47,The diaphragm is a dome shaped sheet of muscle that separates the chest cavity from the abdomen.,छातीचे पटल म्हणजे स्नायूंचा घुमटाकार पडदा जो छातीच्या पोकळीला ओटीपोटापासून अलग करतो.,Chātīcē paṭala mhaṇajē snāyūn̄cā ghumaṭākāra paḍadā jō chātīcyā pōkaḷīlā ōṭīpōṭāpāsūna alaga karatō.,Chātīcē paṭala mhaṇajē snāyūn̄cā ghumaṭākāra paḍadā jō chātīcyā pōkaḷīlā ōṭīpōṭāpāsūna alaga karatō.
HL0041_EN_48,Air enters and leaves the body through the nose and the mouth.,नाक व तोंडाद्वारे हवा शरीरात प्रवेश करते व बाहेर पडते.,Nāka va tōṇḍādvārē havā śarīrāta pravēśa karatē va bāhēra paḍatē.,Nāka va tōṇḍādvārē havā śarīrāta pravēśa karatē va bāhēra paḍatē.
HL0041_EN_49,"The pharynx (back of the nose and mouth), the larynx (voice box) and the trachea (windpipe) are the air passages that connect the nose and mouth with the lungs.","घसा (नाक व तोंडाचा मागील भाग), कंठनाल (स्वर पेटी) आणि श्वासनलिका हे नाक व तोंडाला फुफ्फुसांशी जोडणारे हवेचे मार्ग आहेत.","Ghasā (nāka va tōṇḍācā māgīla bhāga), kaṇṭhanāla (svara pēṭī) āṇi śvāsanalikā hē nāka va tōṇḍālā phuphphusānśī jōḍaṇārē havēcē mārga āhēta.","Ghasā (nāka va tōṇḍācā māgīla bhāga), kaṇṭhanāla (svara pēṭī) āṇi śvāsanalikā hē nāka va tōṇḍālā phuphphusānśī jōḍaṇārē havēcē mārga āhēta."
HL0041_EN_50,"During inspiration, also called inhalation, air from atmosphere is drawn into the lungs.","प्रेरणा दरम्यान, इनहेलेशन देखील म्हणतात, वातावरणातील हवा फुफ्फुसात काढली जाते.","Prēraṇā daramyāna, inahēlēśana dēkhīla mhaṇatāta, vātāvaraṇātīla havā phuphphusāta kāḍhalī jātē.","Prēraṇā daramyāna, inahēlēśana dēkhīla mhaṇatāta, vātāvaraṇātīla havā phuphphusāta kāḍhalī jātē."
HL0041_EN_51,"During expiration or exhalation, air is expelled from the lungs.","उच्छवास करताना किंवा श्वास बाहेर सोडताना, फुफ्फुसांमधून हवा बाहेर टाकली जाते.","Ucchavāsa karatānā kinvā śvāsa bāhēra sōḍatānā, phuphphusāmmadhūna havā bāhēra ṭākalī jātē.","Ucchavāsa karatānā kinvā śvāsa bāhēra sōḍatānā, phuphphusāmmadhūna havā bāhēra ṭākalī jātē."
HL0045_EN_4,"It is the price we pay for the so-called progress, industrialization and for getting more affluent.","ही तथाकथित प्रगती, औद्योगिकीकरण आणि अधिक समृद्ध होण्यासाठी आपण मोजलेली किंमत आहे.","Hī tathākathita pragatī, audyōgikīkaraṇa āṇi adhika samr̥d'dha hōṇyāsāṭhī āpaṇa mōjalēlī kimmata āhē.","Hī tathākathita pragatī, audyōgikīkaraṇa āṇi adhika samr̥d'dha hōṇyāsāṭhī āpaṇa mōjalēlī kimmata āhē."
HL0045_EN_5,The Atherosclerosis Research Centre in the U .S .A. tried an experiment to find out how stress could induce heart attacks.,"अमेरिकेतील अँथेरोकाठिण्य संशोधन केंद्राने, ताण कशाप्रकारे हृदयविकाराच्या झटक्यांना प्रवृत्त करतो हे शोधण्यासाठी  एक प्रयोग केला.","Amērikētīla am̐thērōkāṭhiṇya sanśōdhana kēndrānē, tāṇa kaśāprakārē hr̥dayavikārācyā jhaṭakyānnā pravr̥tta karatō hē śōdhaṇyāsāṭhī  ēka prayōga kēlā.","Amērikētīla am̐thērōkāṭhiṇya sanśōdhana kēndrānē, tāṇa kaśāprakārē hr̥dayavikārācyā jhaṭakyānnā pravr̥tta karatō hē śōdhaṇyāsāṭhī  ēka prayōga kēlā."
HL0045_EN_6,They took two groups of animals and fed them low fat and low cholesterol diet and matched them for their body weight and blood pressure reading.,त्यांनी प्राण्यांचे दोन गट घेतले आणि त्यांना कमी मेद व कमी कोलेस्टेरॉल असलेला आहार दिला आणि त्यांना शरीराचे वजन व रक्तदाबाचे प्रमाण ह्यांवरुन ताळून पाहिले.,"Tyānnī prāṇyān̄cē dōna gaṭa ghētalē āṇi tyānnā kamī mēda va kamī kōlēsṭērŏla asalēlā āhāra dilā āṇi tyānnā śarīrācē vajana va raktadābācē pramāṇa hyānvaruna tāḷūna pāhilē.
","Ameriketeel antherokaaṭhiṇay snshodhan kendraane, taaṇa kashaaprakaare hridayavikaaraachyaa jhaṭakyaannaa pravritt karato he shodhaṇayaasaaṭhee  ek prayog kelaa."
HL0045_EN_7,For one group they made living very stressful by putting them in cages to break up their normal sort of way.,त्यांची साधारण अशी पद्धत बदलण्यासाठी त्यांना पिंज-यांमध्ये ठेवून एका गटासाठी त्यांनी जगणे खूप तणावपूर्ण केले.,"Tyān̄cī sādhāraṇa aśī pad'dhata badalaṇyāsāṭhī tyānnā pin̄ja-yāmmadhyē ṭhēvūna ēkā gaṭāsāṭhī tyānnī jagaṇē khūpa taṇāvapūrṇa kēlē.
",Tyaannee praaṇayaanche don gaṭ ghetale aaṇai tyaannaa kamee med v kamee kolesṭerŏl asalelaa aahaar dilaa aaṇai tyaannaa shareeraache vajan v raktadaabaache pramaaṇa hyaanvarun taaḽoon paahile.
HL0045_EN_8,"At the end of the experiment, 21 months later, it was found that the stressful group was suffering from serious signs of fatty deposits in their arteries.","प्रयोगाच्या शेवटी, २१ महिन्यांनंतर, असे आढळून आले की तणावाखालील गटाला त्यांच्या  धमन्यांमधील मेदयुक्त साठ्यांच्या गंभीर लक्षणांनी त्रास होत होता.","Prayōgācyā śēvaṭī, 21 mahin'yānnantara, asē āḍhaḷūna ālē kī taṇāvākhālīla gaṭālā tyān̄cyā  dhaman'yāmmadhīla mēdayukta sāṭhyān̄cyā gambhīra lakṣaṇānnī trāsa hōta hōtā.
","Prayogaachyaa shevaṭee, 21 mahinyaannntar, ase aaḍhaḽoon aale kee taṇaavaakhaaleel gaṭaalaa tyaanchyaa  dhamanyaanmadheel medayukt saaṭhyaanchyaa gnbheer lakṣaṇaannee traas hot hotaa."
HL0045_EN_9,Not long ago a patient came to me filled with mental distress.,काही काळापूर्वी मानसिक अस्वास्थ्याने परिपूर्ण असा एक रुग्ण माझ्याकडे आला.,"Kāhī kāḷāpūrvī mānasika asvāsthyānē paripūrṇa asā ēka rugṇa mājhyākaḍē ālā.
",Kaahee kaaḽaapoorvee maanasik asvaasthyaane paripoorṇa asaa ek rugṇa maajhyaakaḍae aalaa.
HL0045_EN_10,He had not been able to sleep well for years.,तो वर्षानुवर्षे स्वस्थपणे झोपू शकत नव्हता.,तो वर्षानुवर्षे स्वस्थपणे झोपू शकत नव्हता.,To varṣaanuvarṣe svasthapaṇae jhopoo shakat navhataa.
HL0045_EN_11,"He was irritable, had a bad tummy upset, and an irritation of the throat and chest.","तो चिडचिडा होता, त्याला पोटाचे गंभीर असे अस्वास्थ्य, आणि घसा व छाती ह्यांचा दाह हे होते.","Tō ciḍaciḍā hōtā, tyālā pōṭācē gambhīra asē asvāsthya, āṇi ghasā va chātī hyān̄cā dāha hē hōtē.
","To chiḍaachiḍaa hotaa, tyaalaa poṭaache gnbheer ase asvaasthy, aaṇai ghasaa v chhaatee hyaanchaa daah he hote."
HL0045_EN_12,The law suits were being fought in the courts of law and there was no end in sight.,न्यायालयात दिवाणी खटले लढले जात होते आणि अंत दृष्टीक्षेपात नव्हता.,"N'yāyālayāta divāṇī khaṭalē laḍhalē jāta hōtē āṇi anta dr̥ṣṭīkṣēpāta navhatā.
",Nyaayaalayaat divaaṇaee khaṭale laḍhale jaat hote aaṇai ant driṣṭeekṣepaat navhataa.
HL0045_EN_13,"With cordiality gone and hatred mounting, the effect of all this started descending from a mental to physical level.","सौहार्दता गेल्यामुळे व तिरस्कार वाढल्यामुळे, ह्या सगळ्याचा परिणाम मानसिक पातळीवरुन शारीरिक पातळीवर उतरण्यास सुरवात झाली.","Sauhārdatā gēlyāmuḷē va tiraskāra vāḍhalyāmuḷē, hyā sagaḷyācā pariṇāma mānasika pātaḷīvaruna śārīrika pātaḷīvara utaraṇyāsa suravāta jhālī.
","Sauhaardataa gelyaamuḽe v tiraskaar vaaḍhalyaamuḽe, hyaa sagaḽyaachaa pariṇaam maanasik paataḽeevarun shaareerik paataḽeevar utaraṇayaas suravaat jhaalee."
HL0048_EN_16,But in the long run it brings ketosis and acidosis.,पण दीर्घ काळानंतर त्यामुळे केटोसिस आणि एसिडोसिसचा त्रास होतो.,"Paṇa dīrgha kāḷānantara tyāmuḷē kēṭōsisa āṇi ēsiḍōsisacā trāsa hōtō.
","Paṇa deergh kaaḽaanntar tyaamuḽe keṭosis aaṇai esiḍaosisachaa traas hoto."
HL0048_EN_17,Eating food frequently helps to remain less fat.,वारंवार खाण्यामुळे जाडी कमी ठेवायला मदत मिळते.,"Vāranvāra khāṇyāmuḷē jāḍī kamī ṭhēvāyalā madata miḷatē.
",Vaarnvaar khaaṇayaamuḽe jaaḍaee kamee ṭhevaayalaa madat miḽate.
HL0048_EN_18,If you eat less frequently you tend to eat a bigger quantity and the food tends to be more unbalanced.,तुम्ही वारंवार खाल्ले नाही तर एकाच वेळी भरपूर खाण्याकडे तुमचा कल असतो आणि अन्न अधिक असमतोल असण्याचा कल असतो.,"Tumhī vāranvāra khāllē nāhī tara ēkāca vēḷī bharapūra khāṇyākaḍē tumacā kala asatō āṇi anna adhika asamatōla asaṇyācā kala asatō.
",Tumhee vaarnvaar khaalle naahee tar ekaach veḽee bharapoor khaaṇayaakaḍae tumachaa kal asato aaṇai ann adhik asamatol asaṇayaachaa kal asato.
HL0048_EN_19,Obesity is more common in people who eat less frequently.,वारंवार न खाणा~या लोकात स्थूलपणा अधिक सामान्य आहे.,"Vāranvāra na khāṇā~yā lōkāta sthūlapaṇā adhika sāmān'ya āhē.
",Vaarnvaar n khaaṇaa~yaa lokaat sthoolapaṇaa adhik saamaany aahe.
HL0048_EN_20,Fasting is done for a quick weight reduction.,पटकन वजन कमी करण्यासाठी उपास केला जातो.,"Paṭakana vajana kamī karaṇyāsāṭhī upāsa kēlā jātō.
",Paṭakan vajan kamee karaṇayaasaaṭhee upaas kelaa jaato.
HL0048_EN_21,"Preferably, there should be short fasts lasting not more than a week or ten days.","प्राधान्यतः, एक आठवडा किंवा दहा दिवासाहून अधिक काळ नसणारे छोटे छोटे उपास असावेत.","Prādhān'yataḥ, ēka āṭhavaḍā kinvā dahā divāsāhūna adhika kāḷa nasaṇārē chōṭē chōṭē upāsa asāvēta.
","Praadhaanyatah, ek aaṭhavaḍaa kinvaa dahaa divaasaahoon adhik kaaḽ nasaṇaare chhoṭe chhoṭe upaas asaavet."
HL0048_EN_22,"Long term fasts by the obese may cause anaemia, potassium depletion, ketosis, liver dysfunction and hypotension.","स्थूल लोकांनी दीर्घ कालीन उपास केल्यास त्याची परिणती पंडुरोग, पोटेशियम कमी होणे, केटोसिस, यकृताचे कार्य बिघडणे  आणि हायपोटेंशनमध्ये होऊ शकते.","Sthūla lōkānnī dīrgha kālīna upāsa kēlyāsa tyācī pariṇatī paṇḍurōga, pōṭēśiyama kamī hōṇē, kēṭōsisa, yakr̥tācē kārya bighaḍaṇē  āṇi hāyapōṭēnśanamadhyē hō'ū śakatē.
","Sthool lokaannee deergh kaaleen upaas kelyaas tyaachee pariṇaatee pnḍaurog, poṭeshiyam kamee hoṇae, keṭosis, yakritaache kaary bighaḍaaṇae  aaṇai haayapoṭenshanamadhye hooo shakate."
HL0048_EN_23,Judicious fasting will give you health but it should be done under proper guidance.,योग्य प्रकारे उपास केल्यास तुम्हाला आरोग्याचा लाभ होईल पण तो उचित मार्गदर्शनाखाली करावा.,"Yōgya prakārē upāsa kēlyāsa tumhālā ārōgyācā lābha hō'īla paṇa tō ucita mārgadarśanākhālī karāvā.
",Yogy prakaare upaas kelyaas tumhaalaa aarogyaachaa laabh hoiil paṇa to uchit maargadarshanaakhaalee karaavaa.
HL0048_EN_24,"There are three fundamental methods for reducing weight: fasting, dieting and exercising.","वजन कमी करण्याचे तीन मूलभूत मार्ग आहेतः उपास, नियंत्रित आहार आणि व्यायाम करणे.","Vajana kamī karaṇyācē tīna mūlabhūta mārga āhētaḥ upāsa, niyantrita āhāra āṇi vyāyāma karaṇē.
","Vajan kamee karaṇayaache teen moolabhoot maarg aahetah upaas, niyntrit aahaar aaṇai vyaayaam karaṇae."
HL0048_EN_25,It is always better to combine two of them rather than to depend on one alone.,केवळ एकावर अवलंबून राहण्यापेक्षा त्यापैकी दोघांचा संयुक्तपणे उपयोग करणे अधिक चांगले.,"Kēvaḷa ēkāvara avalambūna rāhaṇyāpēkṣā tyāpaikī dōghān̄cā sanyuktapaṇē upayōga karaṇē adhika cāṅgalē.
",Kevaḽ ekaavar avalnboon raahaṇayaapekṣaa tyaapaikee doghaanchaa snyuktapaṇae upayog karaṇae adhik chaangale.
HL0052_EN_82,"Studies have shown that during meditation there is 25 percent decrease in cardiac output, compared with a 20 percent decrease during sleep.",अभ्यासातून असे दिसून आले आहे कि झोपेत २० टक्क्यांनी कमी होणा~या कार्डियाक आउटपुटच्या तुलनेने ध्यानधारणेच्या काळात ते २५ टक्क्यांनी कमी होते.,"Abhyāsātūna asē disūna ālē āhē ki jhōpēta 20 ṭakkyānnī kamī hōṇā~yā kārḍiyāka ā'uṭapuṭacyā tulanēnē dhyānadhāraṇēcyā kāḷāta tē 25 ṭakkyānnī kamī hōtē.
",Abhyaasaatoon ase disoon aale aahe ki jhopet 20 ṭakkyaannee kamee hoṇaa~yaa kaarḍaiyaak aauṭapuṭachyaa tulanene dhyaanadhaaraṇaechyaa kaaḽaat te 25 ṭakkyaannee kamee hote.
HL0052_EN_83,The heart rate falls by about 5 beats a minute.,हृदयाच्या स्पंदनाचा वेग एका मिनिटाला सुमारे ५ ठोके कमी होतो.,"Hr̥dayācyā spandanācā vēga ēkā miniṭālā sumārē 5 ṭhōkē kamī hōtō.
",Hridayaachyaa spndanaachaa veg ekaa miniṭaalaa sumaare 5 ṭhoke kamee hoto.
HL0052_EN_84,Researchers have found evidence of reduction of blood pressure.,संशोधकांना रक्तदाब कमी झाल्याचा पुरावा सापडला आहे.,"Sanśōdhakānnā raktadāba kamī jhālyācā purāvā sāpaḍalā āhē.
",Snshodhakaannaa raktadaab kamee jhaalyaachaa puraavaa saapaḍaalaa aahe.
HL0052_EN_85,Meditation helps in two ways - first it induces a relaxed state of your body and mind which is useful in moments of stress.,ध्यानधारणा दोन प्रकारे मदत करते- आधी ते तुमच्या शरीराची आणि मनाची स्थिती शिथील करते जे तणावाच्या क्षणी उपयुक्त असते.,"Dhyānadhāraṇā dōna prakārē madata karatē- ādhī tē tumacyā śarīrācī āṇi manācī sthitī śithīla karatē jē taṇāvācyā kṣaṇī upayukta asatē.
",Dhyaanadhaaraṇaa don prakaare madat karate- aadhee te tumachyaa shareeraachee aaṇai manaachee sthitee shitheel karate je taṇaavaachyaa kṣaṇaee upayukt asate.
HL0052_EN_86,"Second, although, this is less clear, it seems to have some direct physiological effects which are beneficial to those who are prone to coronary diseases.","दुसरे म्हणजे, जरी हे स्पष्ट नसले तरी, त्याचे थेट मानसिक प्रभाव असतात जे हृदयरोहिणीच्या विकाराला प्रवण असणा~यांना फायदेशीर असतात.","Dusarē mhaṇajē, jarī hē spaṣṭa nasalē tarī, tyācē thēṭa mānasika prabhāva asatāta jē hr̥dayarōhiṇīcyā vikārālā pravaṇa asaṇā~yānnā phāyadēśīra asatāta.
","Dusare mhaṇaaje, jaree he spaṣṭ nasale taree, tyaache theṭ maanasik prabhaav asataat je hridayarohiṇaeechyaa vikaaraalaa pravaṇa asaṇaa~yaannaa faayadesheer asataat."
HL0052_EN_87,It takes years for blood pressure to develop and it takes months to control it and reverse the process and set right the damages caused by blood pressure to the body.,रक्तदाब विकसित होण्यासाठी अनेक वर्षे लागतात आणि तो नियंत्रित करण्यासाठी आणि ती प्रक्रिया उलटी फिरविण्यासाठी आणि रक्तदाबामुळे शरीराची झालेली हानि भरून काढण्यासाठी महिने लागतात.,"Raktadāba vikasita hōṇyāsāṭhī anēka varṣē lāgatāta āṇi tō niyantrita karaṇyāsāṭhī āṇi tī prakriyā ulaṭī phiraviṇyāsāṭhī āṇi raktadābāmuḷē śarīrācī jhālēlī hāni bharūna kāḍhaṇyāsāṭhī mahinē lāgatāta.
",Raktadaab vikasit hoṇayaasaaṭhee anek varṣe laagataat aaṇai to niyntrit karaṇayaasaaṭhee aaṇai tee prakriyaa ulaṭee firaviṇayaasaaṭhee aaṇai raktadaabaamuḽe shareeraachee jhaalelee haani bharoon kaaḍhaṇayaasaaṭhee mahine laagataat.
HL0052_EN_88,Be prepared to hold your destiny in your hands.,तुमचे भवितव्य तुमच्या हाती ठेवण्यासाठी तयार रहा.,"Tumacē bhavitavya tumacyā hātī ṭhēvaṇyāsāṭhī tayāra rahā.
",Tumache bhavitavy tumachyaa haatee ṭhevaṇayaasaaṭhee tayaar rahaa.
HL0052_EN_89,"It depends upon the strength and rate of the heart's contraction, the volume of blood in the circulatory system and the elasticity of the arteries.","हृदयाचे बळ आणि त्याच्या आकुंचनाचा दर, रक्ताभिसरण यंत्रणेतील रक्ताचे प्रमाण आणि रक्तवाहिन्यांची लवचिकता यावर ते अवलंबून आहे.","Hr̥dayācē baḷa āṇi tyācyā ākun̄canācā dara, raktābhisaraṇa yantraṇētīla raktācē pramāṇa āṇi raktavāhin'yān̄cī lavacikatā yāvara tē avalambūna āhē.
","Hridayaache baḽ aaṇai tyaachyaa aakunchanaachaa dar, raktaabhisaraṇa yntraṇaeteel raktaache pramaaṇa aaṇai raktavaahinyaanchee lavachikataa yaavar te avalnboon aahe."
HL0052_EN_90,The sphygmomanometer is used to measure blood pressure.,रक्तदाब मोजण्यासाठी स्फिग्नोमॅनोमीटर वापरला जातो.,"Raktadāba mōjaṇyāsāṭhī sphignōmĕnōmīṭara vāparalā jātō.
",Raktadaab mojaṇayaasaaṭhee sfignomănomeeṭar vaaparalaa jaato.
HL0052_EN_91,"The pressure at which the flow of blood resumes is called the systolic pressure, it represents the blood pressure when the heart is contracting.","ज्या दाबावर रक्त प्रवाह पुन्हा सुरू होतो त्याला सिस्टॉलिक दाब म्हणतात, तो हृदय आकुंचन पावते तेव्हाच्या रक्तदाबाचा निदर्शक आहे.","Jyā dābāvara rakta pravāha punhā surū hōtō tyālā sisṭŏlika dāba mhaṇatāta, tō hr̥daya ākun̄cana pāvatē tēvhācyā raktadābācā nidarśaka āhē.
","Jyaa daabaavar rakt pravaah punhaa suroo hoto tyaalaa sisṭŏlik daab mhaṇaataat, to hriday aakunchan paavate tevhaachyaa raktadaabaachaa nidarshak aahe."
HL0089_EN_32,The incubation period for mumps (the time that the viral infection is in your system before the symptoms begin to show) is between 14-21 days.,गालगुंडांसाठीचा इनक्युबेशन पिरियड (तुमच्या शरीरात विषाणुचा संसर्ग झाल्यापासून ते लक्षणे दिसू लागण्यापर्यंतचा  काल) १४ ते २१ दिवसां दरम्यान असतो.,Gālaguṇḍānsāṭhīcā inakyubēśana piriyaḍa (tumacyā śarīrāta viṣāṇucā sansarga jhālyāpāsūna tē lakṣaṇē disū lāgaṇyāparyantacā  kāla) 14 tē 21 divasāṁ daramyāna asatō.,Gaalagunḍaansaaṭheechaa inakyubeshan piriyaḍa (tumachyaa shareeraat viṣaaṇauchaa snsarg jhaalyaapaasoon te lakṣaṇae disoo laagaṇayaaparyntachaa  kaal) 14 te 21 divasaan daramyaan asato.